filename,henry_cons,f-chi-0-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-2-all,f-Z-3-all,f-I-3-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-1-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-3,f-lig-I-0,f-lig-I-3,f-lig-T-0,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,lc-chi-3-all,lc-Z-0-all,lc-Z-3-all,lc-T-0-all,lc-T-1-all,lc-S-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-T-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-alpha-0-all,func-alpha-2-all,D_func-chi-3-all,D_func-T-1-all,D_func-alpha-3-all,feature_2,feature_4,feature_6,feature_7,feature_9,feature_10,feature_11,feature_13,feature_16,feature_17,feature_19,feature_42,feature_44,feature_45,feature_46,feature_47,feature_48,feature_51,feature_52,feature_54,feature_56,feature_58,feature_59,feature_60,feature_61,feature_62,feature_68,feature_86,feature_88,feature_89,feature_90,feature_92,feature_93,feature_96,feature_97,feature_98,feature_100,feature_101,feature_102,feature_103,feature_104,label_y
TIFCAM_no_solvent.cif,0.018,58.47106333,109.9792933,109.27174,4622.233333,7015.933333,1979,13.66666667,60.2,55,39.4,10.50702,15.0571129,15.19408065,32.49310645,2209,853.5806452,2801.806452,3779.709677,5.870967742,6.225806452,15.12903226,25,42.09677419,2.2912,3.906477419,6.276954839,-3.132258065,-1.46,-5.50483871,95.5483871,96.5483871,195.516129,0.419354839,-0.806451613,-0.903225806,1.306774194,1.200967742,2.610967742,72.32866667,92.99,178.9096667,136.912,381.1666667,502,720,6.166666667,10,25.33333333,35,10,3.334216667,5.792966667,8.015833333,29.277,56.70833333,154.0833333,1,2.486111111,0.548277778,76.32208333,69.22694444,49.42555556,1.486111111,-1.986111111,-1.486111111,-0.029722222,0.039722222,-4.545833333,2.870833333,9.860511111,48.96065417,0.721875,-2.072916667,-2.085416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIFCEQ_no_solvent.cif,0.000724,65.63388182,147.6668,160.4892909,5529,10658.90909,3170.545455,19.27272727,76.72727273,77.63636364,64.90909091,11.94567273,17.72482308,15.75770769,41.10603077,2209,1005.076923,3666,4179.384615,7.153846154,8.153846154,19.23076923,33.76923077,61.15384615,2.607261538,4.391384615,7.444676923,-3.839230769,-1.335384615,-7.491538462,108.7692308,88.30769231,247.3076923,1.692307692,-0.307692308,1.615384615,1.507692308,1.098461538,3.340769231,111.43953,147.6297,306.51246,356.03676,584.1,795.6,1857.6,9.2,27,43.4,91.8,48.6,4.94708,9.19688,14.56794,29.20163077,58.61538462,155.0769231,1,2.615384615,0.544438462,72.92846154,71.06076923,80.39284615,1.615384615,0,-1.615384615,-0.032307692,0,-4.846153846,-2.326153846,11.29767692,65.86485231,1.041923077,-2.423076923,-4.671692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIFCIU_no_solvent.cif,0.000178,51.64440909,87.39878182,91.48705455,4062.363636,5282.181818,1535.636364,11.81818182,49.27272727,44,27.81818182,9.318109091,16.06461818,14.78906364,31.41338182,2209,910.0909091,2298.727273,3238.727273,5.636363636,6.909090909,15.72727273,25.27272727,43.09090909,2.404072727,3.610763636,5.894981818,-3.410909091,-1.521818182,-5.398181818,100.2727273,100.6363636,196,1.181818182,-0.363636364,-0.272727273,1.38,1.251818182,2.609090909,111.43953,147.6297,306.51246,356.03676,584.1,795.6,1857.6,9.2,27,43.4,91.8,48.6,4.94708,9.19688,14.56794,26.78103704,58.18518519,142.2222222,1,2.592592593,0.545077778,72.57111111,74.46148148,73.72888889,1.592592593,0,-1.592592593,-0.031851852,0,-4.877777778,-2.133333333,10.36118519,60.40515556,0.955555556,-2.222222222,-4.284444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIFCOA_no_solvent.cif,0,63.9408125,128.69855,142.1702,4723.375,6793,2177.75,16.25,65.25,61.75,45.25,10.844125,14.71625,15.4134625,31.5144875,2209,834.25,2878.75,3789.375,5.75,6.125,15,25.375,42.125,2.2512,3.9792,6.1888,-3.04125,-1.4725,-5.23125,93.875,97.375,189.625,0.375,-0.75,-1,1.28125,1.21125,2.525,104.1480833,137.6575,283.8078333,329.6636667,546.1666667,742,1720,8.666666667,25,40.33333333,85,45,4.668466667,8.603466667,13.48883333,25.55322105,56.52631579,135.7894737,1,2.473684211,0.548647368,76.66157895,68.99894737,76.90431579,1.473684211,0.105263158,-1.473684211,-0.029473684,-0.002105263,-4.515789474,-2.381052632,9.694168421,55.8517186,0.869649123,-2.043859649,-3.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIFSIX-2-Cu-i_no_solvent,0.00583,434.852,2551.2312,1943.3428,3211,15386,15120,292,1216,1708,2124,79.9884,49.76,22.306,75.7112,662.5,1657,1334,2164,14,68,148,132,204,7.8778,6.1272,12.252,-16.56,-2.6,-15.12,129,92,314,50,12,62,5.18,2.44,10.38,31.6808,31.6808,0,0,162,162,0,2,0,2,0,0,1.0082,1.0082,0,7.042666667,70.33333333,18.66666667,2,4.666666667,0.523566667,65.07173333,77.98174267,50.10840933,4.666666667,4.333333333,-0.666666667,0.24,0.246666667,-0.671406667,0.628593333,0,0,0,0,0,0.005584478,0.000785792,0.004114146,0.002381236,0.000335064,0.005732205,0.001378241,0.000193932,0.000111005,0.001899057,0.000466841,7.92E-05,-9.30E-05,-9.33E-05,-0.000108108,-0.000138191,0.000375701,0.000235192,0.000299749,0.000111987,0.000152399,0.000121051,0.000165106,0.000179453,0.000179875,0.000261064,-1.80E-07,6.03E-05,-0.000117908,-5.43E-05,0.000101504,8.37E-05,0.000245236,-0.000119054,-0.0003935,-0.000176296,0.000193595,0.000118035,0.00086089,0.000294718,0.000176464,2
UiO-2-6-NDC_no_solvent,0.00573,486.6786,4251.5592,4714.176,12084,72384,91776,672,2336,4812,6360,137.0648,36.6016,26.4936,105.07,1600,2560,7440,7360,24,64,176,368,464,8.9936,15.3692,27.2272,-16.88,-6.62,-47.08,256,214,776,42,34,134,6.48,5.42,19.28,154.4044,306.561,486.2404,592.192,694,1392,2164,22,92,118,424,460,10.0678,23.331,34.8104,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,0,0,0,0,0,0.005283788,0.002010624,0.002761126,0.001934605,0.00073617,0.00348948,0.001355497,0.000515803,0.000254293,0.00120536,0.000930363,1.58E-06,1.03E-07,-5.86E-06,-2.60E-06,2.89E-06,2.79E-06,3.58E-06,-3.58E-06,1.19E-07,-7.52E-07,8.27E-06,-1.36E-05,5.61E-06,-2.45E-06,1.08E-05,-4.02E-07,-2.77E-05,-5.69E-05,-3.48E-05,6.32E-05,-4.41E-06,0.000119538,-5.69E-06,0.000111997,6.61E-05,-1.60E-05,-5.38E-06,0.000237817,0.000138303,8.57E-05,1
UiO-66_no_solvent,0.00507,467.1711,3957.1584,3556.272,11976,65472,85440,540,2024,3792,4548,123.5744,36.6016,19.7106,98.287,1600,2560,6960,6880,22,64,160,312,352,8.9936,12.9976,24.8556,-16.88,-4.18,-44.64,256,146,708,44,25,132,6.48,3.88,17.74,95.0472,184.008,266.7316,315.211,420,816,1036,14,50,69,217,194,6.3566,14.014,19.1977,17.544,64,96,1,2.5,0.5329,59.89,73.935,119.78,2,4,-1.5,-0.04,-0.08,-6,-12,0,0,0,0,0,0.004190992,0.001141577,0.00315948,0.001841102,0.000501494,0.003323421,0.001072853,0.000292232,0.000244154,0.001618018,0.000527516,1.35E-08,6.47E-08,-1.83E-07,3.56E-09,3.03E-07,1.75E-08,4.21E-08,-2.19E-07,-7.37E-07,6.21E-07,-5.65E-07,-5.27E-06,1.04E-06,2.31E-06,1.30E-05,-6.32E-07,-2.44E-06,-2.60E-06,-2.93E-07,8.45E-05,-1.98E-05,7.97E-05,-2.16E-05,7.90E-05,6.92E-06,-1.91E-05,-1.57E-06,7.70E-05,7.01E-06,1.39E-06,1
UiO-66-Br_no_solvent,1.716,467.1711,3957.1584,3556.272,11976,65472,85440,540,2024,3792,4548,123.5744,36.6016,19.7106,98.287,1600,2560,6960,6880,22,64,160,312,352,8.9936,12.9976,24.8556,-16.88,-4.18,-44.64,256,146,708,44,25,132,6.48,3.88,17.74,874.68,2248.464,4193.2728,7063.0944,61296,161688,461670,108,894,870,4710,7752,97.2348,268.4952,505.8966,17.544,64,96,1,2.5,0.5329,59.89,73.935,119.78,2,4,-1.5,-0.04,-0.08,-6,-12,441,2238.6,1.9475,0.5,46.075,9.64E-05,1.74E-05,3.23E-05,3.55E-05,6.40E-06,3.12E-05,3.90E-05,7.03E-06,1.05E-06,5.15E-06,6.19E-06,1.24E-08,4.81E-08,-7.53E-08,-5.53E-08,1.74E-07,2.96E-08,8.74E-08,-2.30E-07,-3.27E-07,7.53E-07,2.84E-07,-1.73E-06,2.70E-07,-6.80E-07,3.96E-06,2.03E-07,-5.16E-07,-1.05E-07,-5.95E-07,2.06E-06,-4.36E-07,4.35E-07,-4.45E-07,4.45E-07,2.64E-06,-1.76E-07,-7.29E-07,2.13E-07,6.35E-07,3.70E-06,1
UiO-66-Br2_no_solvent,0.01,632.5156,11328.0696,17672.0768,51976,368664,187712,1724,15748,24246,13892,308.2972,64.896,140.166,62.14,8100,41760,30420,10080,17,289,1853,1649,765,28.8575,44.2225,22.5575,-27.82,-64.92,-25.7,1066,2632,1418,180,464,244,13.26,32.48,16.86,922.5648,2410.0128,4098.2904,6454.3044,32688,76608,112512,120,948,1104,6024,9612,75.7248,222.336,347.2992,1.1696,64,6.4,0.6,0.733333333,0.5329,18.974,5.865333333,7.985333333,0.133333333,0.266666667,-0.133333333,-0.002666667,-0.005333333,-0.4,-0.8,29.4,75.899908,0.242,0.133333333,5.626192667,0.003332946,0.000700815,0.001452571,0.001614653,0.000339511,0.001926418,0.00179482,0.000377395,0.000164529,0.000933551,0.000450264,4.40E-09,2.10E-08,-6.06E-08,-1.42E-07,4.09E-07,1.16E-08,2.31E-07,-6.65E-07,-2.90E-07,1.96E-06,1.96E-06,-5.65E-06,4.59E-06,-1.32E-05,3.81E-05,-2.14E-35,6.02E-07,-1.82E-07,-2.50E-06,9.94E-08,3.11E-07,3.94E-07,-1.23E-06,-4.58E-07,-2.11E-05,1.16E-06,2.33E-07,1.63E-06,-7.27E-06,0.000171663,1
UiO-66-Cl2_no_solvent,0.017,537.8468,6569.3112,13284.8384,51464,309528,163904,1316,7524,11958,8652,238.4508,47.008,122.278,62.14,8100,38880,27540,10080,17,169,949,949,585,23.7475,39.1125,22.5575,-19.26,-56.36,-25.7,738,2304,1418,96,304,176,9.18,28.4,16.86,158.6568,339.176,466.2484,674.3374,1704,1960,5160,20,94,136,508,626,11.3428,25.2912,35.2416,5.2632,64,28.8,0.3,0.9,0.5329,17.967,26.394,35.934,0.6,1.2,-0.6,-0.012,-0.024,-1.8,-3.6,63.948,98.988,0.837,-0.6,5.997867,0.003682896,0.000240921,0.002237765,0.002149197,0.000140592,0.002396832,0.002064134,0.000135028,7.57E-05,0.001290724,0.000150586,2.54E-34,-1.92E-34,-7.03E-35,-6.88E-35,9.75E-35,2.41E-34,1.57E-34,5.76E-35,-3.25E-35,-1.06E-34,-1.31E-34,-3.56E-36,5.09E-34,-1.94E-35,6.97E-35,-9.71E-35,9.39E-06,1.91E-06,7.74E-06,0.000334528,-6.86E-05,5.24E-05,-5.29E-05,4.04E-05,0.000163953,-1.07E-05,-4.36E-05,8.20E-06,3.33E-05,0.000135205,1
UiO-66-NH2_no_solvent,0.016,537.8468,6569.3112,13284.8384,51464,309528,163904,1316,7524,11958,8652,238.4508,47.008,122.278,62.14,8100,38880,27540,10080,17,169,949,949,585,23.7475,39.1125,22.5575,-19.26,-56.36,-25.7,738,2304,1418,96,304,176,9.18,28.4,16.86,194.4008,441.624,667.2724,841.4254,752,1512,2872,28,126,192,724,978,10.7676,27.5424,40.1288,5.2632,64,28.8,0.3,0.9,0.5329,17.967,26.394,35.934,0.6,1.2,-0.6,-0.012,-0.024,-1.8,-3.6,16.428,50.172,0.693,2.4,-2.642133,0.017877218,-0.000552844,0.007726734,0.007689018,-0.000237779,0.017033274,0.007651486,-0.000236618,-0.000235555,0.016873971,-0.000524174,9.49E-09,3.75E-08,2.33E-08,-1.64E-08,-2.15E-07,3.44E-08,3.54E-08,4.04E-07,8.67E-08,-7.94E-07,-1.65E-08,-5.81E-07,3.25E-07,-2.05E-08,5.42E-06,-1.97E-07,0.000106354,0.000258142,8.51E-05,0.000155608,0.000122599,0.000580962,0.000188334,0.000893409,0.000294483,0.000457539,0.000151094,0.002169725,0.000716045,0.000238611,1
UiO-66-NO2_no_solvent,0.023,632.5156,11328.0696,17672.0768,51976,368664,187712,1724,15748,24246,13892,308.2972,64.896,140.166,62.14,8100,41760,30420,10080,17,289,1853,1649,765,28.8575,44.2225,22.5575,-27.82,-64.92,-25.7,1066,2632,1418,180,464,244,13.26,32.48,16.86,250.3496,501.9376,817.4612,942.6094,1256,2296,4216,28,126,192,724,978,13.9356,31.8624,49.8632,5.2632,64,28.8,0.7,1.3,0.5329,29.203,26.394,35.934,0.6,1.2,-0.6,-0.012,-0.024,-1.8,-3.6,11.094,39.0975366,0.587,0.2,-3.280711,0.001610545,0.000120069,0.001979404,0.001091704,8.14E-05,0.002246545,0.000602109,4.49E-05,5.96E-05,0.001645234,9.24E-05,7.53E-34,-1.59E-34,2.54E-34,4.21E-34,-8.43E-35,2.38E-33,-2.71E-35,4.50E-35,-8.53E-36,5.33E-35,2.22E-34,3.15E-35,2.71E-34,-1.53E-35,4.79E-35,-4.47E-35,-1.02E-05,2.66E-06,-6.55E-06,0.000112031,-0.00014838,-1.02E-05,-5.18E-05,-3.55E-06,8.74E-06,1.35E-05,-3.32E-05,9.27E-07,-2.28E-06,5.61E-06,1
UiO-67_no_solvent,0.029,467.3186,4181.3352,3624.384,12080,71424,90624,528,2112,4272,5664,134.904,36.6016,20.6416,105.07,1600,2560,7360,7360,24,64,160,352,512,8.9936,14.2296,27.2272,-16.88,-4.88,-47.08,256,136,776,44,20,128,6.48,3.08,19.28,267.8294,808.911,1459.8304,1881.354,1064,3672,5952,42,308,538,2924,3156,17.3658,64.603,100.014,35.088,64,192,1,3,0.5329,59.89,87.98,239.56,2,8,-2,-0.04,-0.16,-6,-24,0,0,0,0,0,0.007939998,0.009885598,0.002295918,0.001894893,0.002359214,0.00676013,0.001563915,0.001947134,0.002467839,0.007071386,0.006946501,6.34E-08,2.91E-07,1.40E-08,-5.37E-07,-2.88E-07,2.38E-07,1.05E-06,6.00E-07,6.83E-08,-1.32E-06,-1.81E-07,-9.20E-07,4.77E-06,2.28E-06,4.60E-06,4.75E-07,-3.38E-05,-9.02E-06,1.78E-05,9.34E-07,1.92E-05,7.29E-06,0.000566955,0.000215136,-0.000424384,0.000150739,-0.000298143,5.89E-05,-0.000113404,0.000223536,1
UMCM-1_no_solvent,0.02,203.7418,843.666,934.992,4648,18960,20160,132,416,720,864,44.092,22.704,20.79,63.7065,900,960,3240,2700,12,16,40,84,116,3.8252,8.1744,11.6328,-7.16,-2.7,-18.81,88,72,270,6,3,19,2.32,1.62,6.84,272.1485143,667.692,1136.623371,1430.049857,1145.142857,3003.428571,4746.857143,41.14285714,230.5714286,356.5714286,1666.285714,1656.857143,17.83131429,52.2192,79.73622857,23.392,64,128,1,3,0.5329,59.89,87.98,159.7066667,2,5.333333333,-2,-0.04,-0.106666667,-6,-16,0,0,0,0,0,0.005235155,0.003746749,0.004923273,0.002218489,0.00158775,0.00944959,0.000999679,0.00071546,0.00069343,0.00412699,0.003047483,1.02E-06,4.27E-06,5.38E-06,-1.28E-06,-4.48E-06,4.05E-06,2.56E-06,8.90E-06,2.25E-05,-1.87E-05,-7.01E-06,-2.33E-05,1.85E-06,5.37E-06,2.01E-05,-1.60E-34,-2.49E-07,-1.42E-07,1.72E-06,3.88E-06,-1.79E-05,2.75E-06,-2.67E-05,4.26E-06,-4.21E-05,-1.39E-05,0.000138502,2.30E-06,-2.19E-05,0.000218629,0
USAHAZ_no_solvent.cif,0.015,94.403,278.747,350.88,1400,3080,1920,40,120,130,80,15.184,28.38,21.0375,49.4175,900,1200,900,2100,10,25,50,75,145,4.7815,5.0435,9.825,-8.95,-4.5,-13.45,110,120,230,15,10,21,2.9,2.7,5.6,124.8403333,242.845,414.5853333,455.3386667,531.3333333,1040,1506.666667,18,69.33333333,100.6666667,314.6666667,314.6666667,7.7362,17.83833333,26.82026667,23.1168,64,86.4,1,3,0.5329,59.89,87.98,124.4892196,2,11.6,-2,-0.04,0.368,-6,-8.648532,0,0,0,0,0,0.009284478,0.000984767,0.005225138,0.00410168,0.000435049,0.008418082,0.003219777,0.000341509,0.000245332,0.004747123,0.000700895,6.19E-05,-0.000103232,-0.000145254,0.000110764,-0.000224289,0.000278719,-0.000235057,0.000475978,0.000242284,0.000374133,-0.000259965,0.000526406,0.000198239,-0.000401408,0.000812852,-1.08E-07,5.97E-05,-2.53E-05,-7.89E-05,1.67E-05,5.98E-05,2.03E-05,-7.20E-05,-0.000102063,-0.000319626,4.58E-05,9.26E-05,4.41E-05,0.000134903,0.000423124,0
USTC-7_no_solvent,0.021,102.92405,519.4142,386.544,3653,11288,6840,50,494,538,202,29.9415,33.396,21.04575,63.195,900,1410,2850,2670,12,40,120,148,144,5.764,7.26395,11.659,-10.34,-3.68,-18.5,133,70,271,22,12,42,3.46,1.66,6.82,142.37775,320.9254,545.888,699.221,637.5,1489,2348,20,112,146,748,754,9.1092,24.1731,39.5747,6.324,60.25,34.5,1.75,3.25,0.5403,56.3975,56.59,50.85,0.75,1.25,-0.5,-0.015,-0.025,-2.475,-3.975,20.7125,70.28,0.935,-0.75,-6.9,0.003943915,0.000488914,0.003508011,0.001800545,0.000223208,0.007961774,0.000924159,0.000114565,-9.03E-06,-0.000322175,0.000506591,6.63E-06,3.32E-05,-1.22E-05,-2.35E-05,-3.01E-05,2.26E-05,4.54E-05,5.46E-05,-6.29E-05,-0.000130175,5.88E-05,4.98E-06,0.00019743,-4.06E-05,0.000384816,-4.21E-09,4.84E-05,-6.72E-05,7.78E-06,3.42E-05,6.61E-05,2.48E-05,-8.09E-05,-0.000437396,-6.22E-05,3.18E-05,-9.73E-05,0.000756117,0.000130882,0.000153097,2
USTC-8(In)_no_solvent,0.013,140.7534,694.982,710.1664,5532,15704,7456,86,396,557,404,33.215,32.2536,33.464,51.62,2401,2058,4361,3332,10.5,30.5,81,131.5,155,5.7581,9.0951,11.3387,-8.33,-5.45,-10.31,227.5,278.5,446.5,15.5,15.5,27.5,3.755,4.245,6.925,336.428,718.3892,1247.796,1614.638,1334,2960,4940,51.5,264,307,1213,1416,21.02355,52.4094,84.0725,10.59626667,62,49.86666667,1,2.8,0.536846667,43.88733333,73.67666667,85.43269707,1.066666667,3.2,-1,-0.021333333,0.069333333,-3.68,-4.508562667,5.618,0,0,0.4,0,0.01480422,0.002603009,0.006797869,0.006638145,0.001167177,0.012246935,0.006482174,0.001139753,0.000381787,0.004006002,0.002102768,2.18E-05,-5.03E-05,5.62E-05,-0.00010484,5.78E-05,0.000169083,0.000294757,-0.000161557,-0.000120742,-0.000132308,-0.00030016,0.000153962,0.000548169,-0.00028545,0.000155258,-1.99E-08,1.22E-06,-0.000154061,-0.000123625,0.001430712,0.00022548,0.000963398,-0.000185165,3.01E-05,7.87E-05,0.000200867,0.000135164,0.000679206,0.000545014,0.000450186,1
UTSA-120_no_solvent,0.102,179.9072,706.5072,1439.936,1971,9290,8272,168,688,1004,1296,43.46,38.228,81.13,174.648,841,1334,3190,4292,36,36,144,420,504,6.0996,18.6024,29.0904,-8.72,-10.4,-23.52,128,383,896,12,32,132,3.86,9.98,28.6,232.8214667,688.5896,1222.383733,1402.751067,1044.666667,3560,4682.666667,33,217.3333333,368.6666667,1983.333333,2134.666667,14.57233333,51.24613333,79.297,23.00266667,59.66666667,46.66666667,11,44.66666667,0.543033333,269.4873333,335.2396373,144.6869707,18.66666667,16.66666667,-1.666666667,0.96,1,-2.685626667,5.114373333,132.98936,203.1568,1.633333333,0,-13,0.004499228,-0.001008765,0.003849652,0.001600572,-0.000358862,0.010220996,0.000665471,-0.000149204,-0.000100192,0.002853625,-0.000952794,9.24E-06,-5.23E-05,-1.91E-05,6.48E-05,-3.94E-05,8.78E-06,-5.53E-05,3.91E-05,9.76E-05,0.000205752,-0.000142354,7.47E-05,0.000521965,-0.000256569,0.00017508,1.77E-07,3.51E-05,-7.61E-05,1.46E-05,5.24E-05,0.000101385,0.000109849,-0.000313118,-0.000736725,-4.28E-05,0.000485769,-5.15E-05,0.000995154,1.41E-05,5.65E-05,2
UTSA-121_no_solvent,0.013,179.9072,706.5072,1439.936,1971,9290,8272,168,688,1004,1296,43.46,38.228,81.13,174.648,841,1334,3190,4292,36,36,144,516,600,6.0996,18.6024,29.0904,-8.72,-10.4,-23.52,128,383,896,12,16,116,3.86,9.98,28.6,357.8428,878.5610667,1834.705067,1807.818267,1626,4336,6301.333333,43.66666667,262.6666667,494,2282,2478.666667,19.13233333,63.44613333,101.9308667,23.00266667,59.66666667,46.66666667,11,55.33333333,0.543033333,269.4873333,335.2396373,144.6869707,18.66666667,16.66666667,-4.333333333,0.96,1,-2.685626667,5.114373333,105.80776,86.10421649,2.302222222,-1.777777778,-10.25046889,0.004328845,0.001221042,0.004830025,0.001892104,0.000533708,0.010921587,0.000741209,0.000209073,0.000451981,0.00924917,0.001206812,3.04E-05,-8.23E-05,6.46E-05,3.71E-05,0.000213668,1.89E-05,-2.93E-05,-0.000168558,-0.000174929,-0.000578158,7.89E-05,0.000453925,4.53E-05,0.000260746,0.001500267,9.52E-07,3.19E-05,7.41E-05,-0.000106785,8.47E-05,-9.82E-05,-8.56E-05,-0.000264068,-0.000103665,-0.000221093,0.000430636,-0.000128202,0.000259768,-0.000138284,0.00037633,2
UTSA-16_no_solvent,0.00103,1010.5328,6845.536,8517.168,15440,82856,121312,1136,4096,7568,11296,281.28,31.5104,28.1102,102.429,637,1168,2368.5,3648,19.5,38,108,201,357,6.5408,10.241,20.3105,-11.48,-4.41,-29.32,98,97,350.5,21,13.5,63.5,4.58,3.15,12.895,141.2102,232.713,403.0426,546.1864,668,1080,1792,17,72,86,264,244,7.8353,16.0776,24.3502,16.3744,64,56,1,2.083333333,0.5329,43.99,51.63083333,70.83684967,1.333333333,8.333333333,-1.083333333,-0.026666667,0.333333333,-4,-3.20711,14.045,43.99,0.89,-1,-6,0.002420295,0.000273508,0.001496136,0.000918827,0.000103833,0.003135266,0.000564283,6.38E-05,2.89E-05,0.000872764,0.00021759,1.69E-06,-3.97E-06,-8.71E-06,6.39E-06,5.33E-06,5.26E-06,-1.12E-05,-9.44E-06,2.50E-05,-2.43E-05,-2.95E-05,-3.65E-05,2.73E-05,1.22E-05,3.78E-05,7.98E-06,-6.04E-07,-1.88E-06,-6.24E-07,1.19E-05,2.11E-05,1.41E-05,1.91E-05,1.38E-05,1.94E-05,3.94E-05,3.13E-05,3.03E-05,2.60E-05,3.73E-05,1
UTSA-280_no_solvent,0.00521,77.80606667,376.1488,342.9813333,864.6666667,2492.666667,1782,46,518,436.6666667,254,22.8318,31.92,20.7,38.56,400,1320,1160,1640,14,100,320,300,440,11.2518,12.0897,16.7922,-21.92,-11.7,-24.56,134,122,198,68,60,96,10.52,8.32,14.12,48.5058,72.9316,83.181,82.4224,264,400,448,5,8,21,42,16,2.7845,5.1529,5.6826,18.53668571,64,100.5714286,1,2.142857143,0.5329,46.26142857,68.44571429,66.32571429,2.285714286,1.142857143,-1.142857143,-0.045714286,-0.022857143,-6.857142857,-3.428571429,0,0,0,0,0,0.009389378,0.002520349,0.006760422,0.0061044,0.001638577,0.008439596,0.005512038,0.001479572,0.001269668,0.006539506,0.002045571,5.35E-05,-7.37E-05,-0.000136155,-0.000143967,-0.000168598,3.35E-05,-4.56E-05,-6.77E-05,0.000187815,0.000211564,0.000380135,0.000474515,0.000421961,0.000442493,0.000612056,-3.55E-06,0.000170067,0.000207801,8.06E-05,9.50E-05,-9.20E-05,0.00018636,-0.000113153,0.000245285,2.98E-05,-0.000259726,9.40E-05,0.000582224,-0.000136102,0.000220933,2
UTSA-49_no_solvent,0.00475,102.6653,246.7032,407.8464,1436,4044,2184,48,144,180,144,16.98,20.064,36.894,56.958,900,840,1560,2400,12,16,48,80,144,3.93,7.9648,11.8948,-5.56,-9.16,-14.72,92,188,280,4,12,12,2.24,4.4,6.64,64.4914,133.1226,180.1656,111.264,271,570,252,9,16,44,104,56,3.8465,8.5802,10.5258,20.064,49,21,4,10,0.5625,138.38,193.14,100.057842,1,18,-1,-0.02,1.14,-3.9,8.67867,54.76,138.38,0.49,0,-3.9,0.008604803,-0.000252351,0.002597622,0.002561596,-7.51E-05,0.00540262,0.00252607,-7.41E-05,-8.76E-05,0.006298959,-0.000156244,5.27E-07,4.60E-06,1.57E-06,3.03E-06,-3.75E-07,2.33E-06,-2.16E-06,4.23E-07,0.000141227,-4.15E-06,-3.73E-05,6.59E-07,3.80E-05,-5.11E-06,1.06E-06,-1.09E-05,5.06E-06,4.62E-06,1.51E-05,6.28E-05,-1.20E-05,-4.12E-07,-9.33E-06,2.36E-05,-6.30E-06,-3.67E-06,5.37E-05,3.61E-05,-1.06E-05,0.000146167,2
UVUFUN_no_solvent.cif,0.034,182.2014,792.9852,1233.972,2763,9006,9252,156,444,744,744,38.0682,24.552,31.55625,68.63175,900,1035,1350,1800,16.5,22.5,63,148.5,148.5,4.34265,7.56525,11.77035,-7.455,-6.75,-14.37,100.5,180,435,10.5,13.5,61.5,2.58,4.05,12.63,439.0014,932.535,1622.1246,2143.4286,1641,3636,5970,69,348,396,1506,1872,26.7789,66.2508,102.9696,31.9424,59,134,3.666666667,14,0.542766667,123.5466667,208.9785613,216.5768187,14.33333333,11.33333333,-2.333333333,0.713333333,0.44,-2.11422,-6.742813333,0,0,0,0,0,0.01128982,-0.000837604,0.008008316,0.004507061,-0.000334384,0.01593942,0.002536563,-0.00018819,-0.000120912,0.005763658,-0.000665543,2.28E-07,1.35E-07,-9.52E-07,1.77E-06,-4.50E-06,3.81E-07,-2.28E-06,5.97E-06,-7.04E-07,-1.77E-06,-7.24E-06,1.54E-05,1.44E-05,-3.69E-05,0.000118014,-7.45E-07,1.49E-07,7.76E-08,3.03E-07,7.30E-06,5.62E-06,1.71E-05,2.46E-07,2.85E-06,6.02E-06,1.38E-05,2.83E-05,4.30E-05,8.19E-05,0.000166303,0
